tx_id,customer_id,amount,timestamp,merchant,category,z_score,is_anomaly,name,age,city,account_type
44b9a9ed-2988-4f8c-9926-a08bf0241974,937756,3912.02,2026-01-10 10:54:26,Machowiak s.c.,Tech,-0.11166358950558176,False,Oskar Palonek,62,Piła,Premium
38a216c0-eecb-46bc-afbf-9a1a4d1c035a,334948,1149.31,2026-01-13 22:03:30,Gabinety Kopik S.A.,Travel,-0.14354344911837505,False,pani Rozalia Budkiewicz,20,Białystok,Premium
f89b84e3-9a68-4009-be95-30ae30084db9,314063,4146.34,2026-01-06 19:24:36,Grupa Pietraś Sp. z o.o.,Tech,-0.108959690542437,False,Leon Wawrzeńczyk,26,Wągrowiec,Gold
09c64268-7c07-45a8-96ef-b8259075112f,188442,295.92,2026-02-22 12:31:31,Spółdzielnia Thiel Sp. z o.o. Sp.k.,Food,-0.15339100944680678,False,Marcelina Grabas,57,Łowicz,Gold
20798f69-83c8-4ca7-b406-30635317520e,169409,4481.25,2026-03-27 03:26:05,FPUH Jaszcz-Helak i syn s.c.,Food,-0.10509504901910642,False,pan Borys Salwin,48,Środa Wielkopolska,Premium
514d7d30-d35e-4417-afb4-e9cc6fe45e73,970355,4270.41,2026-01-03 23:21:15,Grupa Konstanty,Finance,-0.10752800419744991,False,Andrzej Moryc,40,Leszno,Gold
040d257b-bc57-4a40-b40c-4f826a894f63,120805,3070.71,2026-02-24 02:58:56,Langa s.c.,Food,-0.12137175456483124,False,Lidia Gogół,49,Pruszków,Standard
9a96ff6a-a5c8-4930-a7e2-ec4bcc83eeee,807995,3596.44,2026-03-11 17:32:27,Kędziorek Sp. z o.o.,Food,-0.11530517551953376,False,Adam Kowaluk,50,Czeladź,Gold
dc258ed5-db54-4b5e-a215-c81874cbca57,178128,1704.55,2026-01-04 09:13:08,PPUH Kargol Sp. z o.o. Sp.k.,Tech,-0.13713634404711988,False,Marcel Jędra,38,Myszków,Gold
e50fefe4-9063-4923-8325-3da17436cc09,383486,418.62,2026-02-06 01:24:56,Zachwieja S.A.,Tech,-0.15197513200238094,False,Stanisław Szlachcic,20,Biłgoraj,Gold
9d81be7a-f3bb-4d83-960f-db8453e91852,408255,4763.15,2026-01-22 07:13:27,Grupa Cogiel,Tech,-0.10184210809340434,False,Dominik Kamela,31,Kutno,Premium
662ba5ad-0062-4214-ba08-d0e79107fd00,472493,1155.08,2026-02-17 18:49:02,Chmara-Zyga s.c.,Finance,-0.14347686710652227,False,Grzegorz Pyda,61,Gdańsk,Standard
1d00226e-46cb-403a-bfd9-004fd29cbf2a,528253,1661.11,2026-02-04 13:49:28,Gabinety Skała S.A.,Tech,-0.13763761312768924,False,Kalina Gosek,38,Ostrów Wielkopolski,Premium
d4d23b06-59c2-4785-8fcf-e84b7ac1cacc,132677,184.91,2026-02-23 13:54:35,Spółdzielnia Zawal i syn s.c.,Finance,-0.15467199196600576,False,Szymon Droździk,34,Tomaszów Mazowiecki,Premium
db95f813-7834-456a-9bee-e314c5844739,986575,4518.98,2026-02-19 14:45:43,Szarzec-Stryjek s.c.,Finance,-0.10465966958978135,False,Ernest Morek,28,Płońsk,Gold
917c6146-512f-4f84-bfd2-a90b78f23c6e,216246,2193.76,2026-03-30 19:06:04,FPUH Jarkiewicz-Beck Sp. z o.o. Sp.k.,Food,-0.1314911818255423,False,pani Sandra Fuławka,24,Oleśnica,Standard
9acac2e0-800c-4a92-8289-d1c6047bcb56,443508,4616.51,2026-02-01 13:21:30,Domowicz-Drabczyk Sp.j.,Travel,-0.10353423742063014,False,Karol Okraska,81,Śrem,Gold
d394c2ed-f987-4365-bb7a-49e7967936e7,397005,1432.44,2026-01-21 10:25:13,FPUH Śledzik,Finance,-0.14027631480019825,False,Rafał Kupś,54,Sieradz,Gold
676956be-0148-4468-aa54-f156387d60c8,173921,4145.79,2026-02-19 16:58:11,Czerniakiewicz S.A.,Finance,-0.10896603718134845,False,pan Paweł Kamyk,68,Bielawa,Premium
11c78de3-e00d-4ec8-ae18-5b7ef758677a,756005,1690.06,2026-03-14 02:09:35,Nóżka S.A.,Tech,-0.13730354913407777,False,Oskar Starostka,45,Żagań,Premium
5cc28db2-689c-4349-ac6c-b8c4a33aec0f,242554,2759.31,2026-01-02 02:10:36,Fundacja Potyrała,Finance,-0.12496510612305627,False,Nicole Fuławka,84,Elbląg,Premium
d35a0317-2055-4dd0-a99a-d9aadc0ee4ad,117750,2923.84,2026-03-03 16:06:51,PPUH Nijak,Food,-0.12306653794105638,False,Krystyna Kołton,72,Chełm,Premium
1e167fd0-5d44-46d4-a065-c92d99783c59,837995,3308.16,2026-03-21 04:09:11,Fundacja Przeklasa-Raźniak Sp.k.,Tech,-0.11863173745660861,False,pani Nela Żynda,81,Czechowice-Dziedzice,Gold
64ff14c4-c3f3-4231-866b-c6cf09a37da0,819798,2561.15,2026-03-20 05:30:40,FPUH Magier,Finance,-0.12725174242613227,False,Artur Thomas,75,Kłodzko,Standard
93dfef4e-a391-467b-9a18-4b164e5ccd89,104619,2930.9,2026-02-14 01:17:56,Mostek-Sołtan s.c.,Health,-0.1229850701761204,False,pan Konrad Chalimoniuk,70,Pruszcz Gdański,Premium
d4420b37-d363-4475-8ef6-ace977a6173f,862908,4522.18,2026-03-05 07:31:33,Wywiał-Paprotny s.c.,Tech,-0.10462274369066021,False,Apolonia Szwaja,23,Zabrze,Premium
e67d6816-18d3-4145-84cc-3826a9489964,860067,2235.71,2026-02-20 09:15:27,Romańczyk-Dąbrowicz Sp. z o.o.,Tech,-0.13100710636675122,False,pani Monika Żołądkiewicz,30,Białystok,Gold
6df64bb2-d212-4384-8c61-8d88f7d89c27,308329,2572.64,2026-02-15 20:06:19,Siatka Sp.k.,Food,-0.12711915536960047,False,Kamila Cacko,22,Kraków,Standard
891bc2f8-adbc-4c64-bceb-c81290b265ef,471743,2400.69,2026-03-19 21:45:51,Królikiewicz Sp. z o.o. Sp.k.,Tech,-0.12910334548018745,False,pani Inga Kucharzyk,51,Koszalin,Standard
299133f9-a71c-4e44-bb23-6ba4895402ad,116128,839.25,2026-02-14 21:44:26,Kranc Sp.k.,Finance,-0.14712133795634308,False,Mieszko Trąbka,40,Zielona Góra,Standard
0fdb0b9a-1095-4f9e-83da-0c0e0c9a892c,550504,4950.31,2026-02-07 11:29:56,PPUH Sowała-Hajduga Sp.j.,Travel,-0.09968240456855722,False,Albert Małż,83,Biała Podlaska,Gold
72e387c7-acea-4283-821e-1d4dda4d0aaa,142386,2581.4,2026-03-27 11:04:45,FPUH Łakota,Tech,-0.12701807072075635,False,Kornel Hałka,64,Lubliniec,Premium
bc4a173b-50a9-4b5f-9642-ead7b1de17a6,972811,3663.57,2026-02-19 17:09:42,Grupa Olearczyk,Travel,-0.1145305393920333,False,Przemysław Tokaj,34,Ostrów Wielkopolski,Premium
8ebf040c-b85d-422d-8545-5b33d9155587,293998,3098.19,2026-03-27 09:12:59,Spółdzielnia Zegar-Banachowicz S.A.,Food,-0.12105465340612853,False,pan Konrad Opyrchał,32,Zawiercie,Premium
02ae9fd1-e979-4cc3-b126-efcbbc1f2ba4,657739,4907.15,2026-02-01 18:05:07,Gabinety Fryś-Kapuścik Sp. z o.o. Sp.k.,Finance,-0.10018044263295346,False,Aleks Hamerla,52,Grodzisk Mazowiecki,Standard
a7a578db-8770-448b-be27-43aace91e2e7,913513,967.12,2026-04-01 05:15:34,Gabinety Paszkowiak,Food,-0.14564580210614966,False,pani Krystyna Jędrasiak,19,Suwałki,Standard
96cc6bc1-2ff7-4496-9c04-87b9c5b8e9e6,380555,1192.41,2026-02-13 15:16:36,Gabinety Bednarowicz-Stosik Sp.k.,Tech,-0.14304610341458732,False,Maciej Gosik,31,Nysa,Premium
aaabb4df-0575-48ec-b7eb-1343a25ed8ac,989008,988100.97,2026-03-18 07:13:24,Gabinety Bednarowicz-Stosik Sp.k.,Travel,11.245230749191718,True,Eliza Zadworny,77,Świecie,Gold
1763dbe9-8bc7-40ee-a5cb-7b83802b221e,928283,1612.85,2026-02-01 05:08:21,Wochnik Sp.k.,Travel,-0.13819450184380977,False,Inga Żugaj,21,Sopot,Gold
81b49376-17cf-4d56-8520-fa96a13d8c16,569765,230.87,2026-03-28 08:49:23,Stowarzyszenie Tomalak,Food,-0.15414164373987851,False,Janina Habdas,77,Kluczbork,Gold
7f45e52d-f1d7-485d-8d6f-1f66dfffbaf1,367891,1963.02,2026-02-06 01:28:29,Fundacja Witkowicz-Kopyto i syn s.c.,Finance,-0.13415376993904532,False,Maks Buza,73,Czeladź,Gold
d0ac5173-4c98-43b2-8bdb-2815602febfd,223099,4099.63,2026-02-07 15:48:52,Szumiec S.A.,Food,-0.10949869327617075,False,Daniel Burkiewicz,46,Biłgoraj,Standard
c6ed8014-2439-408a-8f61-349066de8157,186021,4595.48,2026-03-31 18:09:47,Fundacja Noszczyk Sp.k.,Health,-0.10377690981391682,False,Agnieszka Madura,50,Ciechanów,Gold
e455129d-8a43-45c4-9039-a44e40569d52,456801,1827.24,2026-02-15 04:06:05,Koperek Sp.k.,Tech,-0.1357205819961288,False,Justyna Zaguła,67,Nowy Targ,Gold
b7654617-23d8-4651-8ba7-c47bde574ae3,712344,4423.62,2026-03-05 00:52:55,Grupa Zmuda,Food,-0.10576006138359102,False,Franciszek Dziewa,70,Krosno,Gold
fcd84103-0edf-43f9-97f1-513e0e674841,635623,3165.66,2026-03-26 01:41:48,Spółdzielnia Jop,Travel,-0.12027609390184646,False,pani Marcelina Małas,35,Skierniewice,Premium
e9733ed2-7a76-44e8-b026-0910a81358b3,458902,868.16,2026-02-22 00:16:20,Wlaźlak-Tokarek s.c.,Travel,-0.14678773553647062,False,Mariusz Koss,46,Mińsk Mazowiecki,Gold
8d53fc12-8ba0-4ece-956f-c2edcb4f078a,426650,2762.17,2026-01-03 22:04:40,Lukas-Maślach S.A.,Tech,-0.12493210360071674,False,Cyprian Wiciak,79,Ciechanów,Gold
02ba77f7-73cb-4c3d-9f05-eabe5c9f9cd4,746638,4853.56,2026-03-20 13:23:27,FPUH Gąsienica-Cheba Sp.j.,Finance,-0.10079883604979765,False,Sandra Puła,55,Oława,Standard
1ee08b4e-a474-4d17-aaf8-1c628f87e401,658488,1097.94,2026-03-24 07:29:43,FPUH Szarejko-Nehring Sp.j.,Health,-0.14413622519270394,False,Jakub Andreasik,66,Świebodzice,Standard
2a18e8b9-1dd4-4664-8cae-fd34d9f0a35e,848358,3904.63,2026-03-03 10:43:23,Doktór-Kusik Sp. z o.o.,Finance,-0.11174886525386464,False,Kazimierz Knych,85,Nowa Sól,Gold
ebac4e0a-f29a-4dca-82f5-e458b9004c6f,760837,1893.74,2026-01-11 08:28:37,Stowarzyszenie Guzdek Sp.k.,Tech,-0.1349532156550178,False,Anita Pielach,52,Kościan,Gold
b7a2133b-4861-45e1-af81-ef7f60eef920,538995,820.72,2026-03-10 10:17:48,Kandora-Klyta i syn s.c.,Food,-0.14733516199094138,False,pan Leon Niewola,60,Łomża,Standard
059d3580-c586-4b3a-b0e7-d868fb3a7edd,460888,2093.16,2026-01-23 14:37:40,Stowarzyszenie Kolarz-Sierpień i syn s.c.,Food,-0.13265203977916284,False,pan Jeremi Wijata,60,Szczytno,Gold
38f19165-473d-4b11-8fad-d0d168d83d22,532623,4994.35,2026-02-13 20:19:26,Prasek s.c.,Health,-0.09917421188190265,False,Maciej Barankiewicz,80,Lubliniec,Premium
88f552e9-4882-474d-9a65-bd69dd1417b2,471743,3928.32,2026-02-25 16:37:04,Gabinety Protasiuk,Food,-0.11147549820693352,False,pani Inga Kucharzyk,51,Koszalin,Standard
82fc93ca-74b4-4653-ab72-62ff2c436878,453551,3683.24,2026-01-08 00:53:10,Symonowicz i syn s.c.,Food,-0.1143035605058731,False,Eliza Chaber,70,Świdnica,Premium
4b598a3f-0386-427d-af26-b5070d6092f2,671554,1927.92,2026-02-11 01:51:16,Wójcikiewicz S.A.,Finance,-0.13455880089503022,False,pan Kacper Łodej,42,Tarnów,Standard
f8653124-8211-4a1b-9092-05cacbb0bb60,636163,266.79,2026-02-11 23:04:06,Droździel Sp. z o.o.,Tech,-0.1537271505222438,False,Sebastian Stosio,53,Płońsk,Premium
0a81fb38-cc06-4cc0-9b6b-77b5d4923446,656135,1826.77,2026-03-11 07:30:26,Gryga i syn s.c.,Finance,-0.1357260054875622,False,Juliusz Morgała,82,Oława,Standard
de0fcc00-9c07-45b7-8467-67ca9160dd49,439824,1908.73,2026-03-16 23:51:29,Gryska-Melaniuk Sp. z o.o. Sp.k.,Finance,-0.13478024089632226,False,Eliza Czubaj,40,Częstochowa,Standard
bab1791d-d631-4921-b1e9-db9a423ce3da,788962,2268.1,2026-02-20 06:13:38,Grupa Fiedorczuk,Tech,-0.13063334703158455,False,Marcelina Morcinek,24,Żyrardów,Gold
b1f89f29-5265-4053-ad34-32135ff8c298,338568,2832.61,2026-02-09 00:45:16,Fundacja Nowotka,Travel,-0.12411927224631286,False,Dagmara Maksimowicz,52,Otwock,Gold
962c6067-9015-42d7-b660-6fd28cc35a42,530014,4126.08,2026-02-28 17:19:43,PPUH Fechner-Krzystek Sp.j.,Tech,-0.10919347764124765,False,pan Wiktor Łyp,18,Reda,Premium
3fd494a2-7d28-4c03-82c8-11e4e8e59f0b,272704,3832.08,2026-02-20 05:07:49,Jurczuk S.A.,Travel,-0.11258604462300152,False,Anastazja Cyrulik,55,Będzin,Premium
284f5a4a-f1b9-4750-97da-efce60afe120,170581,3742.98,2026-03-04 17:55:29,Spółdzielnia Jezior,Food,-0.1136142001266555,False,pani Kalina Koterba,84,Chrzanów,Standard
63bed515-0478-46f4-87e9-945f4aee1ad8,635623,3366.45,2026-03-30 19:34:23,FPUH Dydak Sp. z o.o. Sp.k.,Finance,-0.11795910912543028,False,pani Marcelina Małas,35,Skierniewice,Premium
d04f8b40-89a3-47ff-83b5-cca776437a42,507158,290.25,2026-02-26 16:53:00,Fundacja Araszkiewicz Sp.j.,Tech,-0.15345643752431204,False,Daniel Dybaś,43,Wrocław,Standard
f42d23bb-da9a-432a-b151-ae6218c2ea7e,471459,4564.98,2026-01-13 03:49:43,PPUH Rudolf,Tech,-0.1041288597899151,False,Marcelina Narożna,36,Płońsk,Premium
2631e805-ac1c-4af5-b82e-352ea7df0e78,793268,2877.91,2026-01-13 09:05:20,Plebanek-Witkowicz Sp.k.,Finance,-0.12359653998687936,False,Tomasz Muskała,69,Kutno,Gold
a6c19040-3cbd-4faf-9c51-ca5b74b8f609,438524,3010.69,2026-01-01 00:41:56,Gabinety Bieszke-Ważny s.c.,Tech,-0.12206434596022195,False,Janina Wiercigroch,68,Słupsk,Gold
f2e0ef40-c528-4cfd-88b6-25f67b97b866,132677,4663.8,2026-01-20 00:03:14,Spółdzielnia Zaborek Sp. z o.o. Sp.k.,Travel,-0.10298854186768067,False,Szymon Droździk,34,Tomaszów Mazowiecki,Premium
637fe7b2-d024-42b9-bdd1-160f813df6bd,519120,3161.01,2026-03-02 08:17:21,Spółdzielnia Działa-Stój Sp. z o.o.,Health,-0.12032975184900684,False,Julianna Bernatek,39,Głogów,Standard
dbf92082-6240-4fa3-aa8a-188c0a2740f8,605124,3840.29,2026-03-03 08:35:45,Mirończuk-Chlebek Sp. z o.o. Sp.k.,Finance,-0.11249130661306887,False,pani Ada Bieniak,38,Żagań,Premium
0c4c3315-54be-4b21-b11d-77960b042dd5,664169,3643.71,2026-01-07 03:20:40,Grupa Bawoł,Health,-0.1147597107534538,False,Juliusz Witko,27,Ostróda,Standard
5a732521-e2a3-4a65-aaf2-6c9715979d9f,790241,4584.89,2026-01-20 02:59:03,Grupa Fyda Sp. z o.o. Sp.k.,Travel,-0.10389911146132079,False,pani Marcelina Matla,84,Dębica,Gold
ecbc9993-d966-4eb3-b231-1b874aa7ae44,203981,2317.2,2026-03-03 05:00:33,Golisz-Sulich s.c.,Travel,-0.13006676526694472,False,Cezary Paździora,30,Zgorzelec,Premium
255422c1-b1e0-43e6-b107-469371dc9c52,136674,2999.44,2026-01-27 08:44:09,Fundacja Czubaszek-Ogonek Sp. z o.o. Sp.k.,Tech,-0.12219416357431967,False,pan Marcin Kokosza,73,Kutno,Premium
703ba120-b1f4-45e3-9941-4494525ac476,805281,3306.17,2026-01-23 21:15:36,Spółdzielnia Jezior Sp.k.,Health,-0.11865470075012456,False,Bianka Tabiś,68,Bartoszyce,Premium
78f4d51a-a45b-4e48-bb47-7ccdfe05d1a8,145235,4831.15,2026-01-23 01:17:03,Gabinety Swacha-Gronkiewicz i syn s.c.,Finance,-0.10105743273708032,False,Marcin Czura,73,Zawiercie,Standard
dcc8e136-fc92-4470-bf21-303fb25d5402,861232,4350.73,2026-02-23 17:10:58,Grupa Terka-Glenc Sp. z o.o. Sp.k.,Tech,-0.10660116412950954,False,pani Angelika Kiełbowicz,69,Zabrze,Premium
a1a796e6-f9e2-4d61-8061-9d578ac4bbe6,512615,1616.21,2026-03-22 21:51:08,Fundacja Heinrich-Dolega Sp. z o.o.,Finance,-0.13815572964973258,False,Elżbieta Czubaj,50,Kościan,Gold
e3a4434d-0cab-4594-b80d-1dd1ef6ead38,928718,4040.7,2026-03-12 01:34:02,Jancewicz i syn s.c.,Travel,-0.11017870678717333,False,Nikodem Boba,74,Dębica,Gold
e368a9b8-cd17-40b7-9d21-7cf2c9f371a0,624407,3616.11,2026-03-14 19:13:25,Ciochoń-Oleksiuk Sp. z o.o.,Travel,-0.11507819663337356,False,pan Ignacy Rapa,74,Brodnica,Premium
1aff9aab-9c8e-42bb-a6f9-2f41593f4956,987121,2686.47,2026-01-27 00:38:34,Janowiak-Kandzia Sp.j.,Finance,-0.125805631901801,False,Anastazja Hejduk,71,Nowy Dwór Mazowiecki,Gold
8c7a2037-7281-490c-b639-76f021cc319e,882452,3788.41,2026-01-20 01:41:00,Kwapis Sp. z o.o. Sp.k.,Food,-0.1130899677525702,False,pan Maciej Becker,83,Kętrzyn,Gold
812d4974-a747-4cd1-bd0b-c9f823063887,516247,2884.58,2026-02-23 20:17:53,Gabinety Fiołka s.c.,Travel,-0.12351957256589875,False,Arkadiusz Wawrzkiewicz,29,Olkusz,Premium
600f22c4-eb98-48e9-9371-f3398a56c4be,657477,2427.13,2026-03-20 15:35:06,Gabinety Szynkiewicz Sp. z o.o.,Travel,-0.12879824523869912,False,pani Ewa Działo,48,Pszczyna,Standard
0dadac9e-df64-4b6c-a46b-4acfbb601ed4,406948,4922.62,2026-03-24 07:39:22,FPUH Krysik,Tech,-0.10000192898938974,False,pani Marianna Szatko,72,Nowa Ruda,Gold
05f5e409-7be0-4edd-86fd-3f00ef3d8571,231500,4534.75,2026-02-22 03:07:36,Reichel Sp.k.,Food,-0.10447769414317502,False,Aleksander Rysz,57,Czechowice-Dziedzice,Premium
7b462c60-5136-4a0b-b53c-08f511d3a0ec,506674,4749.39,2026-02-13 09:36:03,Grupa Krzywonos S.A.,Tech,-0.10200088945962518,False,pan Arkadiusz Bociek,67,Łódź,Standard
7e9a84a4-0553-49f3-90f8-20251e5ce0b7,587254,3047.13,2026-01-21 09:55:26,FPUH Sajewicz-Jasionek Sp. z o.o.,Health,-0.12164385228398009,False,Aurelia Hajdasz,64,Sopot,Standard
b6886be6-acec-4061-aafd-9dc3caa64a00,229489,2618.96,2026-03-29 16:19:40,FPUH Bieniak-Kaczmarkiewicz Sp.k.,Finance,-0.12658465297982208,False,Kamila Bugla,78,Bielsk Podlaski,Standard
743b8da3-3d8c-4ca1-8d3e-7399d8d2477b,560180,1907.73,2026-03-22 10:17:59,Fundacja Zajko S.A.,Travel,-0.13479178023979763,False,Maksymilian Pudełek,75,Legnica,Premium
971ff1c2-e536-4a04-90b7-7f25670ed128,618338,2148.58,2026-03-18 13:01:42,Brejnak Sp. z o.o.,Tech,-0.13201252936375876,False,Alan Madziar,31,Piła,Standard
c36059fa-687a-4126-a520-8b26488455b0,738748,4475.03,2026-03-17 00:52:46,Gabinety Tekiela-Łaskawiec i syn s.c.,Health,-0.10516682373552312,False,Patryk Jeżyna,72,Żory,Standard
07acd4bd-d801-489b-9f58-d56de1f12b81,626251,4880.82,2026-02-10 17:54:19,PPUH Policht-Węgier s.c.,Tech,-0.10048427354665952,False,pan Borys Kosela,82,Nowa Ruda,Standard
e57c0cf8-8e62-484b-8511-c79274e4ecdd,653384,4524.89,2026-02-03 21:04:16,Spółdzielnia Fras Sp.k.,Food,-0.104591472069842,False,Borys Ciołczyk,25,Kędzierzyn-Koźle,Gold
5a98afdb-d78e-42e7-b411-86788caf257f,927512,3551.97,2026-01-01 05:18:51,Gabinety Gołota-Szywała Sp. z o.o.,Travel,-0.11581833012388273,False,Alex Dzikiewicz,35,Kluczbork,Premium
4f73aac5-4df4-4120-a532-9262fb4c1937,288375,75.73,2026-01-04 22:11:58,PPUH Bączkiewicz-Jargiło i syn s.c.,Food,-0.15593185748664484,False,pani Anna Maria Kuder,63,Oświęcim,Gold
40a782ab-808a-463b-b3b0-cc70bb8f7b8b,291734,730.95,2026-03-29 23:01:46,Gabinety Sajnóg,Travel,-0.14837104885472382,False,Kamil Matulka,61,Cieszyn,Standard
acc3ad68-c59d-45d2-894e-7698cd3a0043,818438,1434.61,2026-01-25 12:11:50,Stowarzyszenie Górnisiewicz Sp. z o.o. Sp.k.,Health,-0.14025127442485674,False,Patryk Kościukiewicz,33,Słupsk,Premium
60648888-d251-4ec0-bd57-be985985e160,722466,2838.25,2026-04-02 21:04:01,Stowarzyszenie Tekieli-Cieplucha S.A.,Travel,-0.12405419034911187,False,Hubert Groń,69,Pruszcz Gdański,Premium
95453e8b-042d-4fcd-a560-d38329d43501,947145,588.28,2026-01-28 13:32:03,Grześków i syn s.c.,Finance,-0.1500173669883525,False,pani Ida Bilik,28,Rumia,Standard
e626cde9-4587-43bf-a044-fe5e3a4478a5,231885,84.53,2026-03-04 00:14:48,Grupa Ratka-Pyzel Sp.j.,Health,-0.15583031126406172,False,Sylwia Wenda,83,Pszczyna,Gold
f33195ac-8e49-4551-b9f1-50c938a57011,598750,3654.87,2026-02-18 06:44:05,Tabisz i syn s.c.,Tech,-0.11463093168026886,False,pani Elżbieta Kuster,52,Olsztyn,Premium
14939de6-7da9-49ec-b842-fb5f50a4ae72,572102,1125.32,2026-03-10 19:08:00,PPUH Durlak,Finance,-0.1438202779683488,False,Karina Siewert,57,Bartoszyce,Gold
9e4946ea-225c-4318-9b3f-2ada63026721,458046,3012.75,2026-02-21 14:54:39,Szaruga Sp. z o.o. Sp.k.,Tech,-0.12204057491266272,False,Karol Karwot,49,Przemyśl,Gold
2fd8bbcf-467d-4c98-844a-a02b658e0bd6,248024,1121.95,2026-01-26 17:16:43,Gabinety Świadek S.A.,Health,-0.1438591655558607,False,pan Paweł Kadela,71,Bełchatów,Standard
a3f76adc-72e6-435e-947f-ac59907fccad,342368,3508.42,2026-02-13 04:15:36,,Finance,-0.11632086853223436,False,pan Emil Gosz,60,Biłgoraj,Premium
997592c1-3ca3-43cb-bb50-41d76e022fe9,722466,3027.64,2026-01-18 22:55:42,FPUH Mazan Sp.k.,Food,-0.12186875408831471,False,Hubert Groń,69,Pruszcz Gdański,Premium
